event_id,claim_id,policy_no,event_date,event_type,event_channel,handler_name,amount,outcome,sla_met,response_time_hrs,notes,system_source,created_at
EVT-000498,CLM-00440,POL-989921,2022-10-01,Payment Issued,Phone,Jessica Baker,35399.53,Follow-up Required,True,59.1,"Payment of $35,399.53 issued to claimant. Check #923746.",MobileApp,2022-10-01
EVT-000499,CLM-00907,POL-214576,2021-05-01,Appeal Filed,Phone,Susan Harris,,Follow-up Required,True,26.5,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2021-05-01
EVT-000500,CLM-00096,POL-260265,2020-02-18,Payment Issued,Fax,Sharon Anderson,42475.4,Follow-up Required,True,7.7,"Payment of $42,475.40 issued to claimant. Check #907278.",Portal,2020-02-18
EVT-000501,CLM-00010,POL-340062,2023-10-07,Settlement Offered,Web Portal,Christopher Hall,,No Action Needed,True,43.9,,PhoneSystem,2023-10-07
EVT-000502,CLM-00160,POL-994141,2020-10-06,Inspection Completed,Mobile App,Patricia Garcia,,Completed,True,5.0,On-site inspection completed. Findings: Damage less than reported.,MobileApp,2020-10-06
EVT-000503,CLM-00084,POL-577110,2021-09-06,Inspection Scheduled,Email,Kimberly Thomas,,Pending,True,34.6,Field inspection scheduled for 2021-09-10. Inspector: Margaret Rivera.,PhoneSystem,2021-09-06
EVT-000504,CLM-00106,POL-385577,2021-12-02,Inspection Scheduled,Mobile App,Susan Nguyen,,Pending,False,5.8,Field inspection scheduled for 2021-12-07. Inspector: Cynthia Nguyen.,MobileApp,2021-12-02
EVT-000505,CLM-00188,POL-156802,2023-07-14,New Claim,Mobile App,Kimberly Phillips,,Pending,False,36.8,Claim received and assigned claim number. Initial triage completed.,Portal,2023-07-14
EVT-000506,CLM-00135,POL-238739,2023-07-29,Settlement Accepted,Web Portal,Jessica Baker,,No Action Needed,False,58.2,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2023-07-29
EVT-000507,CLM-00714,POL-817870,2020-01-25,New Claim,Fax,Christopher Hall,,Completed,True,34.1,Claim received and assigned claim number. Initial triage completed.,CMS,2020-01-25
EVT-000508,CLM-00974,POL-697347,2022-01-22,Status Update,In-Person,Kimberly Thomas,,Completed,True,18.6,Claim status updated to Denied. Adjuster notes recorded.,Portal,2022-01-22
EVT-000509,CLM-00658,POL-231869,2020-07-03,Document Submitted,Email,Sandra Anderson,,Pending,False,12.3,Document type: Tax return received via Email.,PhoneSystem,2020-07-03
EVT-000510,CLM-00798,POL-373432,2023-11-05,Inspection Completed,Phone,James Carter,,Escalated,True,13.6,On-site inspection completed. Findings: Pre-existing damage noted.,Portal,2023-11-05
EVT-000511,CLM-00155,POL-877236,2024-10-03,Inspection Completed,Email,James Carter,,No Action Needed,True,27.7,On-site inspection completed. Findings: Damage exceeds initial estimate.,MobileApp,2024-10-03
EVT-000512,CLM-00262,POL-808011,2021-05-09,Inspection Completed,Phone,Kimberly Thomas,,Escalated,True,16.9,On-site inspection completed. Findings: Damage exceeds initial estimate.,PhoneSystem,2021-05-09
EVT-000513,CLM-00915,POL-531071,2021-12-28,Inspection Completed,In-Person,Amanda Miller,,Completed,True,67.1,On-site inspection completed. Findings: Damage consistent with claim.,EmailGateway,2021-12-28
EVT-000514,CLM-00471,POL-698782,2023-11-01,Inspection Scheduled,Web Portal,Susan Harris,,Completed,True,54.4,Field inspection scheduled for 2023-11-09. Inspector: Sandra Carter.,CMS,2023-11-01
EVT-000515,CLM-00229,POL-665158,2024-11-30,New Claim,In-Person,James Carter,,Completed,False,30.5,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2024-11-30
EVT-000516,CLM-00969,POL-176066,2020-07-06,Claim Closed,Mobile App,Susan Harris,,Follow-up Required,True,16.1,Claim closed. Final disposition: Partially paid.,CMS,2020-07-06
EVT-000517,CLM-00147,POL-149405,2022-06-14,Inspection Completed,Email,Susan Harris,,Follow-up Required,False,5.9,On-site inspection completed. Findings: Damage less than reported.,CMS,2022-06-14
EVT-000518,CLM-00365,POL-684004,2021-06-07,Settlement Accepted,Web Portal,Sandra Carter,,No Action Needed,False,29.9,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-06-07
EVT-000519,CLM-00978,POL-221035,2023-09-04,Status Update,Web Portal,Sandra Anderson,,Pending,True,28.0,Claim status updated to Approved. Adjuster notes recorded.,EmailGateway,2023-09-04
EVT-000520,CLM-00587,POL-688153,2021-12-16,Inspection Scheduled,In-Person,Cynthia Nguyen,,Escalated,True,4.2,Field inspection scheduled for 2021-12-24. Inspector: Amanda Miller.,Portal,2021-12-16
EVT-000521,CLM-00154,POL-801474,2022-01-24,Settlement Offered,In-Person,Jason Perez,,Pending,False,43.8,,PhoneSystem,2022-01-24
EVT-000522,CLM-00191,POL-804318,2021-03-06,Document Submitted,Phone,Christopher Hall,,Pending,True,56.9,Document type: Signed statement received via Phone.,EmailGateway,2021-03-06
EVT-000523,CLM-00012,POL-523389,2020-05-22,Document Submitted,Phone,Cynthia Nguyen,,Follow-up Required,True,9.8,Document type: Proof of ownership received via Phone.,EmailGateway,2020-05-22
EVT-000524,CLM-00131,POL-171849,2023-10-23,Inspection Scheduled,In-Person,Kimberly Martinez,,Escalated,False,36.6,Field inspection scheduled for 2023-11-04. Inspector: Sandra Anderson.,EmailGateway,2023-10-23
EVT-000525,CLM-00211,POL-680828,2021-07-13,New Claim,Web Portal,Christopher Hall,,Completed,True,63.1,Claim received and assigned claim number. Initial triage completed.,Portal,2021-07-13
EVT-000526,CLM-00453,POL-663750,2023-03-04,Appeal Filed,Mobile App,Jessica Baker,,Follow-up Required,True,49.4,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2023-03-04
EVT-000527,CLM-00846,POL-539589,2020-03-08,Status Update,Email,Patricia Garcia,,Follow-up Required,True,70.1,Claim status updated to Approved. Adjuster notes recorded.,MobileApp,2020-03-08
EVT-000528,CLM-00758,POL-692683,2022-08-02,New Claim,In-Person,Susan Nguyen,,Follow-up Required,True,48.8,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2022-08-02
EVT-000529,CLM-00320,POL-249811,2021-09-24,Status Update,Web Portal,Sharon Anderson,,Follow-up Required,True,9.2,Claim status updated to In Litigation. Adjuster notes recorded.,MobileApp,2021-09-24
EVT-000530,CLM-00233,POL-564656,2022-02-15,Settlement Accepted,Fax,Amanda Miller,,Pending,True,1.9,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2022-02-15
EVT-000531,CLM-00400,POL-413921,2021-08-06,Inspection Scheduled,Fax,Susan Nguyen,,Escalated,True,43.5,Field inspection scheduled for 2021-08-10. Inspector: Jason Perez.,CMS,2021-08-06
EVT-000532,CLM-00642,POL-245051,2021-01-08,Inspection Completed,Web Portal,Sandra Carter,,Follow-up Required,False,66.5,On-site inspection completed. Findings: Damage exceeds initial estimate.,EmailGateway,2021-01-08
EVT-000533,CLM-00890,POL-598369,2022-04-18,New Claim,Fax,Sandra Anderson,,Pending,True,60.4,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2022-04-18
EVT-000534,CLM-00896,POL-179046,2022-10-22,Payment Issued,Fax,Kimberly Martinez,20238.7,No Action Needed,False,70.4,"Payment of $20,238.70 issued to claimant. Check #840762.",Portal,2022-10-22
EVT-000535,CLM-00983,POL-163556,2023-07-12,Appeal Filed,Phone,Sandra Anderson,,Pending,False,10.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2023-07-12
EVT-000536,CLM-00703,POL-707314,2023-08-21,Status Update,Mobile App,Christopher Hall,,Completed,True,48.7,Claim status updated to Settled. Adjuster notes recorded.,EmailGateway,2023-08-21
EVT-000537,CLM-00690,POL-185965,2023-07-03,Inspection Completed,Phone,Amanda Miller,,No Action Needed,False,71.8,On-site inspection completed. Findings: Pre-existing damage noted.,CMS,2023-07-03
EVT-000538,CLM-00458,POL-801474,2021-06-01,Appeal Filed,In-Person,Kimberly Phillips,,Completed,True,64.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2021-06-01
EVT-000539,CLM-00562,POL-340062,2023-11-14,Status Update,Email,Jason Perez,,No Action Needed,True,61.4,Claim status updated to Closed. Adjuster notes recorded.,PhoneSystem,2023-11-14
EVT-000540,CLM-00978,POL-221035,2022-11-15,Claim Closed,In-Person,Susan Nguyen,,No Action Needed,True,21.5,Claim closed. Final disposition: Withdrawn by claimant.,CMS,2022-11-15
EVT-000541,CLM-00292,POL-322086,2023-08-05,Status Update,In-Person,Sandra Carter,,Pending,True,29.2,Claim status updated to Settled. Adjuster notes recorded.,Portal,2023-08-05
EVT-000542,CLM-00595,POL-376183,2020-04-06,New Claim,Email,Amanda Miller,,Escalated,True,52.4,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2020-04-06
EVT-000543,CLM-00997,POL-240814,2020-06-25,Payment Issued,Phone,Cynthia Nguyen,24448.1,Follow-up Required,True,46.3,"Payment of $24,448.10 issued to claimant. Check #254303.",PhoneSystem,2020-06-25
EVT-000544,CLM-00931,POL-847581,2022-09-06,New Claim,In-Person,Sandra Anderson,,Completed,True,4.4,Claim received and assigned claim number. Initial triage completed.,MobileApp,2022-09-06
EVT-000545,CLM-00877,POL-471507,2024-03-22,Payment Issued,Fax,Jessica Baker,24874.1,Pending,True,46.7,"Payment of $24,874.10 issued to claimant. Check #372776.",EmailGateway,2024-03-22
EVT-000546,CLM-00625,POL-716886,2024-12-03,Settlement Accepted,Fax,Jessica Baker,,No Action Needed,True,59.6,Claimant accepted settlement offer. Release form sent for signature.,CMS,2024-12-03
EVT-000547,CLM-00553,POL-688153,2023-12-31,Claim Closed,In-Person,Donald Rodriguez,,Completed,True,65.2,Claim closed. Final disposition: Partially paid.,Portal,2023-12-31
EVT-000548,CLM-00745,POL-774079,2020-07-12,Inspection Completed,Email,Christopher Hall,,No Action Needed,True,33.9,On-site inspection completed. Findings: Damage consistent with claim.,EmailGateway,2020-07-12
EVT-000549,CLM-00559,POL-385577,2020-07-26,Document Submitted,Fax,Patricia Scott,,Escalated,True,10.3,Document type: Signed statement received via Fax.,Portal,2020-07-26
EVT-000550,CLM-00777,POL-161324,2024-02-10,Payment Issued,Fax,Jessica Baker,33024.62,Escalated,True,34.5,"Payment of $33,024.62 issued to claimant. Check #623616.",PhoneSystem,2024-02-10
EVT-000551,CLM-00668,POL-723398,2022-06-03,Inspection Completed,Mobile App,Jessica Baker,,No Action Needed,True,62.3,On-site inspection completed. Findings: Damage consistent with claim.,CMS,2022-06-03
EVT-000552,CLM-00695,POL-341292,2020-10-11,Status Update,Web Portal,Patricia Scott,,Completed,True,54.0,Claim status updated to Pending Documentation. Adjuster notes recorded.,EmailGateway,2020-10-11
EVT-000553,CLM-00982,POL-765046,2021-08-02,Inspection Completed,Web Portal,Donald Rodriguez,,Pending,True,18.6,On-site inspection completed. Findings: Further review required.,CMS,2021-08-02
EVT-000554,CLM-00385,POL-817870,2020-07-17,Claim Closed,Web Portal,Susan Nguyen,,Pending,False,44.0,Claim closed. Final disposition: Duplicate claim.,MobileApp,2020-07-17
EVT-000555,CLM-00842,POL-666847,2021-04-25,Document Submitted,Fax,Christopher Hall,,Completed,True,15.1,Document type: Police report received via Fax.,PhoneSystem,2021-04-25
EVT-000556,CLM-00151,POL-398830,2021-12-26,Status Update,Mobile App,Donald Rodriguez,,Pending,True,27.2,Claim status updated to Open. Adjuster notes recorded.,PhoneSystem,2021-12-26
EVT-000557,CLM-00138,POL-765095,2021-06-24,Settlement Accepted,In-Person,Patricia Garcia,,Completed,True,29.4,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-06-24
EVT-000558,CLM-00536,POL-544151,2020-02-24,Inspection Scheduled,Phone,Jessica Baker,,Completed,True,30.9,Field inspection scheduled for 2020-02-29. Inspector: Donald Rodriguez.,CMS,2020-02-24
EVT-000559,CLM-00050,POL-563298,2023-12-19,Document Submitted,Fax,Susan Harris,,No Action Needed,False,37.1,Document type: Proof of ownership received via Fax.,Portal,2023-12-19
EVT-000560,CLM-00292,POL-322086,2023-03-16,Payment Issued,Phone,Cynthia Nguyen,21816.3,Escalated,False,22.8,"Payment of $21,816.30 issued to claimant. Check #722823.",CMS,2023-03-16
EVT-000561,CLM-00555,POL-456699,2021-11-30,Settlement Offered,Web Portal,Sharon Anderson,,No Action Needed,True,37.8,,EmailGateway,2021-11-30
EVT-000562,CLM-00259,POL-526833,2021-04-27,Document Submitted,Email,Jessica Baker,,Follow-up Required,True,23.8,Document type: Proof of ownership received via Email.,MobileApp,2021-04-27
EVT-000563,CLM-00610,POL-680097,2023-06-09,Appeal Filed,Phone,Patricia Scott,,Pending,True,43.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2023-06-09
EVT-000564,CLM-00162,POL-590785,2020-02-09,Inspection Scheduled,In-Person,Donald Rodriguez,,No Action Needed,True,39.1,Field inspection scheduled for 2020-02-12. Inspector: Jessica Baker.,CMS,2020-02-09
EVT-000565,CLM-00070,POL-414569,2023-09-11,Settlement Accepted,In-Person,Jason Perez,,Completed,True,47.7,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2023-09-11
EVT-000566,CLM-00571,POL-260263,2024-11-07,Claim Closed,In-Person,Susan Harris,,Completed,True,7.9,Claim closed. Final disposition: Partially paid.,EmailGateway,2024-11-07
EVT-000567,CLM-00583,POL-500156,2022-07-01,Document Submitted,In-Person,Kimberly Thomas,,No Action Needed,True,57.2,Document type: Signed statement received via In-Person.,PhoneSystem,2022-07-01
EVT-000568,CLM-00235,POL-852787,2020-06-18,Claim Closed,Phone,Kimberly Phillips,,Follow-up Required,False,51.1,Claim closed. Final disposition: Denied.,PhoneSystem,2020-06-18
EVT-000569,CLM-00702,POL-994141,2023-01-31,Claim Closed,Mobile App,Jason Perez,,Completed,True,27.3,Claim closed. Final disposition: Partially paid.,EmailGateway,2023-01-31
EVT-000570,CLM-00899,POL-692683,2023-08-27,Document Submitted,Phone,Kimberly Martinez,,Follow-up Required,True,40.1,Document type: Tax return received via Phone.,EmailGateway,2023-08-27
EVT-000571,CLM-00280,POL-341292,2021-03-27,Inspection Completed,Fax,Sandra Carter,,No Action Needed,False,30.0,On-site inspection completed. Findings: Damage consistent with claim.,CMS,2021-03-27
EVT-000572,CLM-00168,POL-523389,2024-11-26,Claim Closed,Web Portal,Joseph Johnson,,Follow-up Required,True,11.2,Claim closed. Final disposition: Partially paid.,EmailGateway,2024-11-26
EVT-000573,CLM-00743,POL-163556,2020-04-25,Settlement Offered,Email,Jason Perez,,Pending,True,69.0,,PhoneSystem,2020-04-25
EVT-000574,CLM-00466,POL-392075,2020-01-25,Claim Closed,In-Person,Donald Rodriguez,,No Action Needed,True,17.2,Claim closed. Final disposition: Withdrawn by claimant.,Portal,2020-01-25
EVT-000575,CLM-00916,POL-609231,2024-12-30,Inspection Completed,Email,Sharon Anderson,,No Action Needed,False,64.2,On-site inspection completed. Findings: Pre-existing damage noted.,MobileApp,2024-12-30
EVT-000576,CLM-00126,POL-790993,2020-08-15,Document Submitted,Phone,Cynthia Nguyen,,Pending,True,54.1,Document type: Proof of ownership received via Phone.,PhoneSystem,2020-08-15
EVT-000577,CLM-00021,POL-522179,2022-09-14,Inspection Scheduled,Email,Joseph Johnson,,No Action Needed,True,43.8,Field inspection scheduled for 2022-09-25. Inspector: Christopher Hall.,Portal,2022-09-14
EVT-000578,CLM-00233,POL-564656,2021-12-21,Claim Closed,Fax,Patricia Scott,,Follow-up Required,True,18.2,Claim closed. Final disposition: Denied.,Portal,2021-12-21
EVT-000579,CLM-00558,POL-997546,2023-04-22,New Claim,Phone,Kimberly Martinez,,Completed,True,39.5,Claim received and assigned claim number. Initial triage completed.,MobileApp,2023-04-22
EVT-000580,CLM-00830,POL-354801,2023-04-18,Payment Issued,In-Person,Donald Rodriguez,10586.99,Pending,True,4.5,"Payment of $10,586.99 issued to claimant. Check #373113.",Portal,2023-04-18
EVT-000581,CLM-00777,POL-161324,2022-11-04,Inspection Scheduled,Phone,Susan Harris,,Completed,True,58.5,Field inspection scheduled for 2022-11-15. Inspector: Christopher Hall.,MobileApp,2022-11-04
EVT-000582,CLM-00668,POL-723398,2022-08-02,Payment Issued,Email,James Carter,11695.56,Pending,True,60.7,"Payment of $11,695.56 issued to claimant. Check #206811.",PhoneSystem,2022-08-02
EVT-000583,CLM-00280,POL-341292,2020-02-22,Inspection Completed,Fax,Sandra Carter,,Pending,True,69.6,On-site inspection completed. Findings: Further review required.,Portal,2020-02-22
EVT-000584,CLM-00457,POL-352572,2023-10-23,Settlement Accepted,Mobile App,Kimberly Thomas,,Escalated,True,44.3,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2023-10-23
EVT-000585,CLM-00957,POL-908577,2022-12-23,Claim Closed,Fax,Kimberly Martinez,,Follow-up Required,True,23.6,Claim closed. Final disposition: Denied.,MobileApp,2022-12-23
EVT-000586,CLM-00343,POL-260263,2020-05-16,Inspection Completed,Web Portal,Jason Williams,,No Action Needed,True,4.2,On-site inspection completed. Findings: Pre-existing damage noted.,EmailGateway,2020-05-16
EVT-000587,CLM-00246,POL-156802,2022-03-12,Inspection Scheduled,Mobile App,Susan Nguyen,,Follow-up Required,True,69.7,Field inspection scheduled for 2022-03-23. Inspector: Jason Perez.,MobileApp,2022-03-12
EVT-000588,CLM-00920,POL-684004,2023-06-02,Status Update,In-Person,Patricia Garcia,,Pending,False,35.4,Claim status updated to Pending Documentation. Adjuster notes recorded.,MobileApp,2023-06-02
EVT-000589,CLM-00587,POL-688153,2024-12-13,Payment Issued,In-Person,Patricia Garcia,995.94,No Action Needed,False,62.1,Payment of $995.94 issued to claimant. Check #570182.,PhoneSystem,2024-12-13
EVT-000590,CLM-00607,POL-682765,2020-08-10,Claim Closed,Phone,Christopher Hall,,Follow-up Required,False,16.0,Claim closed. Final disposition: Denied.,CMS,2020-08-10
EVT-000591,CLM-00517,POL-166613,2020-04-16,Document Submitted,Mobile App,Cynthia Nguyen,,No Action Needed,True,5.6,Document type: Police report received via Mobile App.,MobileApp,2020-04-16
EVT-000592,CLM-00010,POL-340062,2021-05-25,Document Submitted,Email,James Carter,,Follow-up Required,True,40.2,Document type: Medical records received via Email.,EmailGateway,2021-05-25
EVT-000593,CLM-00886,POL-378082,2020-03-02,Settlement Offered,Phone,Jason Perez,,Pending,True,6.8,,EmailGateway,2020-03-02
EVT-000594,CLM-00571,POL-260263,2021-11-28,Settlement Accepted,Fax,Kimberly Martinez,,Completed,True,70.0,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2021-11-28
EVT-000595,CLM-00205,POL-272634,2024-02-03,Inspection Scheduled,Phone,Jason Williams,,Pending,True,49.6,Field inspection scheduled for 2024-02-10. Inspector: Jason Perez.,CMS,2024-02-03
EVT-000596,CLM-00788,POL-141672,2020-04-12,Settlement Offered,Fax,Cynthia Nguyen,,Completed,True,42.7,,CMS,2020-04-12
EVT-000597,CLM-00859,POL-579434,2022-08-19,Document Submitted,Mobile App,Susan Harris,,No Action Needed,True,23.2,Document type: Proof of ownership received via Mobile App.,MobileApp,2022-08-19
EVT-000598,CLM-00608,POL-378082,2023-03-03,Status Update,Mobile App,Sharon Anderson,,Pending,True,32.9,Claim status updated to In Litigation. Adjuster notes recorded.,EmailGateway,2023-03-03
EVT-000599,CLM-00876,POL-658582,2024-10-25,Document Submitted,Fax,Christopher Hall,,Completed,False,40.7,Document type: Photos received via Fax.,Portal,2024-10-25
EVT-000600,CLM-00775,POL-249811,2023-01-28,Payment Issued,Web Portal,Sharon Anderson,26300.05,Completed,True,23.0,"Payment of $26,300.05 issued to claimant. Check #199342.",MobileApp,2023-01-28
EVT-000601,CLM-00217,POL-363319,2022-01-20,Inspection Scheduled,Email,Susan Harris,,No Action Needed,True,22.7,Field inspection scheduled for 2022-01-24. Inspector: Patricia Garcia.,PhoneSystem,2022-01-20
EVT-000602,CLM-00304,POL-109767,2020-02-17,New Claim,Web Portal,Margaret Rivera,,Pending,True,63.5,Claim received and assigned claim number. Initial triage completed.,Portal,2020-02-17
EVT-000603,CLM-00167,POL-994141,2022-09-20,Claim Closed,Phone,Cynthia Nguyen,,Escalated,True,29.5,Claim closed. Final disposition: Withdrawn by claimant.,Portal,2022-09-20
EVT-000604,CLM-00010,POL-340062,2021-01-02,New Claim,Phone,Patricia Garcia,,Pending,True,22.2,Claim received and assigned claim number. Initial triage completed.,CMS,2021-01-02
EVT-000605,CLM-00658,POL-231869,2021-08-14,Document Submitted,Email,Margaret Rivera,,Follow-up Required,True,4.0,Document type: Photos received via Email.,CMS,2021-08-14
EVT-000606,CLM-00206,POL-946305,2022-04-06,Settlement Offered,Email,Susan Nguyen,,Completed,True,38.2,,MobileApp,2022-04-06
EVT-000607,CLM-00697,POL-830429,2024-08-13,Settlement Offered,Web Portal,Susan Harris,,Escalated,True,47.8,,PhoneSystem,2024-08-13
EVT-000608,CLM-00225,POL-153266,2020-07-21,New Claim,Email,Jason Perez,,No Action Needed,True,66.2,Claim received and assigned claim number. Initial triage completed.,Portal,2020-07-21
EVT-000609,CLM-00646,POL-379786,2022-01-05,Settlement Offered,Phone,Susan Harris,,Pending,False,41.9,,EmailGateway,2022-01-05
EVT-000610,CLM-00631,POL-197793,2021-01-28,Inspection Scheduled,In-Person,Jason Perez,,Escalated,True,29.2,Field inspection scheduled for 2021-02-09. Inspector: Patricia Scott.,MobileApp,2021-01-28
EVT-000611,CLM-00010,POL-340062,2020-09-01,Settlement Offered,Web Portal,Christopher Hall,,Escalated,True,16.3,,CMS,2020-09-01
EVT-000612,CLM-00429,POL-804314,2024-12-16,Settlement Accepted,Phone,Joseph Johnson,,Follow-up Required,False,40.5,Claimant accepted settlement offer. Release form sent for signature.,CMS,2024-12-16
EVT-000613,CLM-00180,POL-858490,2020-02-23,New Claim,Email,Kimberly Thomas,,Escalated,False,29.5,Claim received and assigned claim number. Initial triage completed.,MobileApp,2020-02-23
EVT-000614,CLM-00341,POL-238890,2021-08-30,Inspection Scheduled,Phone,Patricia Garcia,,No Action Needed,True,5.3,Field inspection scheduled for 2021-09-10. Inspector: Kimberly Martinez.,MobileApp,2021-08-30
EVT-000615,CLM-00210,POL-380746,2020-02-25,Inspection Scheduled,Phone,Susan Nguyen,,Follow-up Required,False,1.7,Field inspection scheduled for 2020-02-28. Inspector: Kimberly Martinez.,PhoneSystem,2020-02-25
EVT-000616,CLM-00430,POL-955662,2020-11-17,New Claim,In-Person,Jason Williams,,Completed,True,55.2,Claim received and assigned claim number. Initial triage completed.,Portal,2020-11-17
EVT-000617,CLM-00809,POL-108203,2021-08-30,Payment Issued,In-Person,Sandra Anderson,44070.37,Follow-up Required,True,25.0,"Payment of $44,070.37 issued to claimant. Check #991231.",PhoneSystem,2021-08-30
EVT-000618,CLM-00485,POL-694731,2021-09-20,Payment Issued,Fax,Sandra Anderson,8591.07,Follow-up Required,True,26.4,"Payment of $8,591.07 issued to claimant. Check #473605.",EmailGateway,2021-09-20
EVT-000619,CLM-00933,POL-454508,2021-12-06,Inspection Scheduled,Phone,Patricia Scott,,Pending,True,41.3,Field inspection scheduled for 2021-12-18. Inspector: Joseph Johnson.,MobileApp,2021-12-06
EVT-000620,CLM-00136,POL-440035,2023-11-14,New Claim,Email,Joseph Johnson,,Pending,True,45.9,Claim received and assigned claim number. Initial triage completed.,Portal,2023-11-14
EVT-000621,CLM-00538,POL-158655,2022-10-24,Settlement Accepted,In-Person,Kimberly Thomas,,Escalated,True,4.9,Claimant accepted settlement offer. Release form sent for signature.,CMS,2022-10-24
EVT-000622,CLM-00032,POL-390120,2024-03-25,Settlement Accepted,Web Portal,Christopher Hall,,Escalated,True,64.4,Claimant accepted settlement offer. Release form sent for signature.,Portal,2024-03-25
EVT-000623,CLM-00563,POL-153045,2022-03-15,Payment Issued,Fax,Christopher Hall,32010.54,Follow-up Required,True,51.4,"Payment of $32,010.54 issued to claimant. Check #522689.",EmailGateway,2022-03-15
EVT-000624,CLM-00165,POL-269396,2024-10-24,Document Submitted,In-Person,Susan Harris,,Completed,False,69.6,Document type: Proof of ownership received via In-Person.,PhoneSystem,2024-10-24
EVT-000625,CLM-00979,POL-431535,2024-09-01,Document Submitted,Fax,Donald Rodriguez,,Follow-up Required,True,37.9,Document type: Signed statement received via Fax.,MobileApp,2024-09-01
EVT-000626,CLM-00901,POL-887352,2023-01-08,Status Update,Mobile App,Patricia Garcia,,No Action Needed,True,64.1,Claim status updated to Denied. Adjuster notes recorded.,PhoneSystem,2023-01-08
EVT-000627,CLM-00952,POL-564656,2020-08-15,New Claim,Email,Margaret Rivera,,Completed,True,28.5,Claim received and assigned claim number. Initial triage completed.,MobileApp,2020-08-15
EVT-000628,CLM-00129,POL-736059,2022-10-02,Settlement Offered,Fax,Sandra Anderson,,No Action Needed,True,42.1,,Portal,2022-10-02
EVT-000629,CLM-00443,POL-974244,2023-12-29,Inspection Completed,Mobile App,Susan Nguyen,,Follow-up Required,True,5.7,On-site inspection completed. Findings: Further review required.,CMS,2023-12-29
EVT-000630,CLM-00078,POL-182582,2020-03-20,Status Update,In-Person,Patricia Scott,,Escalated,False,62.7,Claim status updated to Settled. Adjuster notes recorded.,Portal,2020-03-20
EVT-000631,CLM-00918,POL-102260,2023-02-11,Status Update,Fax,Susan Harris,,Completed,False,44.3,Claim status updated to Closed. Adjuster notes recorded.,Portal,2023-02-11
EVT-000632,CLM-00146,POL-226882,2022-12-13,Inspection Completed,Email,Joseph Johnson,,Escalated,False,29.2,On-site inspection completed. Findings: Damage exceeds initial estimate.,CMS,2022-12-13
EVT-000633,CLM-00720,POL-922733,2024-09-29,Settlement Offered,Email,Cynthia Nguyen,,Follow-up Required,True,12.9,,CMS,2024-09-29
EVT-000634,CLM-00963,POL-359947,2022-12-03,Appeal Filed,Email,Amanda Miller,,Escalated,False,20.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2022-12-03
EVT-000635,CLM-00261,POL-491559,2021-02-21,Inspection Scheduled,In-Person,Amanda Miller,,Pending,False,16.3,Field inspection scheduled for 2021-02-27. Inspector: Patricia Scott.,PhoneSystem,2021-02-21
EVT-000636,CLM-00261,POL-491559,2021-09-05,Settlement Accepted,Email,Sharon Anderson,,Follow-up Required,False,1.3,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-09-05
EVT-000637,CLM-00231,POL-413921,2023-07-28,Settlement Offered,Mobile App,Kimberly Phillips,,Follow-up Required,True,57.0,,Portal,2023-07-28
EVT-000638,CLM-00318,POL-632496,2021-11-24,Settlement Offered,Phone,James Carter,,Escalated,True,61.0,,Portal,2021-11-24
EVT-000639,CLM-00438,POL-684004,2021-09-13,Settlement Offered,Email,Susan Nguyen,,Completed,True,1.4,,EmailGateway,2021-09-13
EVT-000640,CLM-00405,POL-878480,2022-01-03,Settlement Offered,In-Person,Patricia Garcia,,Escalated,True,55.3,,PhoneSystem,2022-01-03
EVT-000641,CLM-00475,POL-340062,2024-10-21,Settlement Offered,Fax,Kimberly Phillips,,No Action Needed,True,32.4,,EmailGateway,2024-10-21
EVT-000642,CLM-00123,POL-776856,2021-01-07,New Claim,Web Portal,Patricia Scott,,Completed,True,44.8,Claim received and assigned claim number. Initial triage completed.,CMS,2021-01-07
EVT-000643,CLM-00406,POL-320861,2024-06-02,Claim Closed,Email,Cynthia Nguyen,,Escalated,False,25.1,Claim closed. Final disposition: Paid in full.,Portal,2024-06-02
EVT-000644,CLM-00632,POL-141672,2024-10-27,Document Submitted,Mobile App,Patricia Scott,,Follow-up Required,True,55.7,Document type: Medical records received via Mobile App.,PhoneSystem,2024-10-27
EVT-000645,CLM-00444,POL-167136,2022-09-12,Settlement Offered,In-Person,Kimberly Thomas,,Pending,False,40.6,,Portal,2022-09-12
